Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume EUR
1600196400.0,2020-09-15 07-PM,BTCEUR,9121.32,9121.32,9092.6,9112.83,0.1217,1108.68
1600192800.0,2020-09-15 06-PM,BTCEUR,9123.7,9136.28,9098.96,9121.32,0.08207,748.33
1600189200.0,2020-09-15 05-PM,BTCEUR,9103.35,9129.16,9080.13,9123.7,2.837,25812.62
1600185600.0,2020-09-15 04-PM,BTCEUR,9116.96,9142.95,9046.83,9103.35,0.1211,1101.7
1600182000.0,2020-09-15 03-PM,BTCEUR,9093.11,9141.97,9092.64,9116.96,1.862,16961.68
1600178400.0,2020-09-15 02-PM,BTCEUR,9170.2,9194.15,9086.24,9093.11,0.3148,2878.27
1600174800.0,2020-09-15 01-PM,BTCEUR,9210.9,9210.9,9170.2,9170.2,2.484,22856.9
1600171200.0,2020-09-15 12-PM,BTCEUR,9131.13,9213.83,9129.06,9210.9,0.09918,909.98
1600167600.0,2020-09-15 11-AM,BTCEUR,9118.5,9149.64,9101.29,9131.13,0.12,1095.39
1600164000.0,2020-09-15 10-AM,BTCEUR,9018.08,9136.3,9005.73,9118.5,0.8471,7651.92
1600160400.0,2020-09-15 09-AM,BTCEUR,8993.66,9021.63,8979.8,9018.08,0.08852,796.83
1600156800.0,2020-09-15 08-AM,BTCEUR,9068.48,9083.55,8971.12,8993.66,0.6466,5854.46
1600153200.0,2020-09-15 07-AM,BTCEUR,9052.82,9074.44,9035.53,9068.48,0.09434,854.25
1600149600.0,2020-09-15 06-AM,BTCEUR,9054.13,9063.13,9030.95,9052.82,0.0996,900.75
1600146000.0,2020-09-15 05-AM,BTCEUR,9042.41,9068.09,9035.52,9054.13,0.08341,755.09
1600142400.0,2020-09-15 04-AM,BTCEUR,9070.19,9080.79,9030.62,9042.41,0.09193,832.72
1600138800.0,2020-09-15 03-AM,BTCEUR,9088.17,9095.11,9068.11,9070.19,0.09416,855.22
1600135200.0,2020-09-15 02-AM,BTCEUR,9042.49,9133.71,9032.96,9088.17,0.09778,887.59
1600131600.0,2020-09-15 01-AM,BTCEUR,9019.39,9042.49,9005.88,9042.49,0.07821,705.53
1600128000.0,2020-09-15 12-AM,BTCEUR,9005.76,9025.7,9002.28,9019.39,0.08486,765.17
1600124400.0,2020-09-14 11-PM,BTCEUR,9000.1,9013.08,8982.81,9005.76,0.1484,1334.33
1600120800.0,2020-09-14 10-PM,BTCEUR,9039.7,9066.96,9000.1,9000.1,0.09942,898.66
1600117200.0,2020-09-14 09-PM,BTCEUR,9022.64,9041.91,9022.64,9039.7,0.1118,1009.51
1600113600.0,2020-09-14 08-PM,BTCEUR,9016.74,9038.5,9005.88,9022.64,0.1628,1468.83
1600110000.0,2020-09-14 07-PM,BTCEUR,9013.15,9024.8,8995.9,9016.74,0.1789,1611.95
1600106400.0,2020-09-14 06-PM,BTCEUR,9030.29,9038.34,9006.86,9013.15,0.1098,990.39
1600102800.0,2020-09-14 05-PM,BTCEUR,9045.38,9069.16,9025.93,9030.29,2.083,18881.13
1600099200.0,2020-09-14 04-PM,BTCEUR,9030.99,9068.27,8972.34,9045.38,4.719,42621.67
1600095600.0,2020-09-14 03-PM,BTCEUR,8987.64,9033.53,8981.43,9030.99,6.049,54536.83
1600092000.0,2020-09-14 02-PM,BTCEUR,8975.97,9008.84,8959.48,8987.64,0.4003,3598.55
1600088400.0,2020-09-14 01-PM,BTCEUR,8870.57,8983.9,8870.57,8975.97,0.1502,1341.22
1600084800.0,2020-09-14 12-PM,BTCEUR,8849.45,8883.04,8845.5,8870.57,0.1822,1613.69
1600081200.0,2020-09-14 11-AM,BTCEUR,8803.59,8850.58,8803.59,8849.45,2.858,25215.41
1600077600.0,2020-09-14 10-AM,BTCEUR,8773.54,8813.5,8769.18,8803.59,1.494,13147.13
1600074000.0,2020-09-14 09-AM,BTCEUR,8769.56,8773.54,8751.17,8773.54,0.08238,721.9
1600070400.0,2020-09-14 08-AM,BTCEUR,8782.72,8832.02,8769.56,8769.56,2.239,19675.8
1600066800.0,2020-09-14 07-AM,BTCEUR,8762.81,8782.72,8753.3,8782.72,0.08031,704.22
1600063200.0,2020-09-14 06-AM,BTCEUR,8742.31,8767.74,8739.57,8762.81,0.08011,701.38
1600059600.0,2020-09-14 05-AM,BTCEUR,8753.9,8759.33,8737.19,8742.31,0.08109,709.66
1600056000.0,2020-09-14 04-AM,BTCEUR,8761.92,8761.98,8738.93,8753.9,0.09099,796.04
1600052400.0,2020-09-14 03-AM,BTCEUR,8756.84,8770.44,8746.67,8761.92,0.08061,706.0
1600048800.0,2020-09-14 02-AM,BTCEUR,8727.58,8767.87,8727.58,8756.84,0.08925,781.3
1600045200.0,2020-09-14 01-AM,BTCEUR,8701.99,8727.58,8694.07,8727.58,0.0878,764.85
1600041600.0,2020-09-14 12-AM,BTCEUR,8729.49,8747,8692.44,8701.99,0.09971,869.51
1600038000.0,2020-09-13 11-PM,BTCEUR,8719.11,8733.69,8712.73,8729.49,0.07994,697.4
1600034400.0,2020-09-13 10-PM,BTCEUR,8724.62,8727.58,8711.3,8719.11,0.07985,696.39
1600030800.0,2020-09-13 09-PM,BTCEUR,8729.23,8738.51,8724.3,8724.62,0.07926,692.06
1600027200.0,2020-09-13 08-PM,BTCEUR,8724.56,8732.41,8718.82,8729.23,0.08051,702.6
1600023600.0,2020-09-13 07-PM,BTCEUR,8686.67,8739.37,8681.67,8724.56,0.0985,857.96
1600020000.0,2020-09-13 06-PM,BTCEUR,8702.03,8703.19,8677.99,8686.67,0.0825,717.22
1600016400.0,2020-09-13 05-PM,BTCEUR,8680.56,8709.28,8651.42,8702.03,0.1245,1080.09
1600012800.0,2020-09-13 04-PM,BTCEUR,8717.75,8720.94,8670.77,8680.56,0.1083,941.72
1600009200.0,2020-09-13 03-PM,BTCEUR,8750.68,8750.68,8714.5,8717.75,0.1017,888.28
1600005600.0,2020-09-13 02-PM,BTCEUR,8739.78,8750.68,8726.71,8750.68,0.08092,707.04
1600002000.0,2020-09-13 01-PM,BTCEUR,8738.93,8755.06,8702.32,8739.78,0.1105,965.26
1599998400.0,2020-09-13 12-PM,BTCEUR,8760.24,8771.83,8738.93,8738.93,0.2392,2093.34
1599994800.0,2020-09-13 11-AM,BTCEUR,8860.6,8864.07,8740,8760.24,0.8042,7083.92
1599991200.0,2020-09-13 10-AM,BTCEUR,8894.04,8899.21,8837.82,8860.6,0.2945,2608.19
1599987600.0,2020-09-13 09-AM,BTCEUR,8922.8,8937.19,8880.16,8894.04,0.1343,1196.84
1599984000.0,2020-09-13 08-AM,BTCEUR,8928.91,8929.26,8908.06,8922.8,0.4138,3687.97
1599980400.0,2020-09-13 07-AM,BTCEUR,8905.86,8931.46,8893.95,8928.91,0.5253,4674.35
1599976800.0,2020-09-13 06-AM,BTCEUR,8923.65,8931.43,8901.14,8905.86,0.082,731.19
1599973200.0,2020-09-13 05-AM,BTCEUR,8914.46,8925.2,8911.84,8923.65,0.08624,768.99
1599969600.0,2020-09-13 04-AM,BTCEUR,8919.56,8930.22,8913.05,8914.46,0.08146,726.61
1599966000.0,2020-09-13 03-AM,BTCEUR,8824.96,8919.56,8818.79,8919.56,0.1042,923.96
1599962400.0,2020-09-13 02-AM,BTCEUR,8821.46,8830.69,8819.69,8824.96,0.07684,678.14
1599958800.0,2020-09-13 01-AM,BTCEUR,8822.33,8830.69,8808.06,8821.46,0.08143,718.34
1599955200.0,2020-09-13 12-AM,BTCEUR,8827.54,8838.2,8814.29,8822.33,0.08475,747.6
1599951600.0,2020-09-12 11-PM,BTCEUR,8820.61,8827.54,8814.09,8827.54,0.08076,712.42
1599948000.0,2020-09-12 10-PM,BTCEUR,8837.78,8842.17,8812.62,8820.61,0.09561,843.61
1599944400.0,2020-09-12 09-PM,BTCEUR,8837.44,8843.5,8824.98,8837.78,0.1426,1259.95
1599940800.0,2020-09-12 08-PM,BTCEUR,8844.65,8855.39,8829.05,8837.44,0.4834,4269.99
1599937200.0,2020-09-12 07-PM,BTCEUR,8845.42,8848.37,8827.03,8844.65,0.08046,711.19
1599933600.0,2020-09-12 06-PM,BTCEUR,8780.25,8850.58,8780.25,8845.42,0.6282,5554.87
1599930000.0,2020-09-12 05-PM,BTCEUR,8778.97,8781.51,8767.06,8780.25,0.0803,704.67
1599926400.0,2020-09-12 04-PM,BTCEUR,8773.24,8780.42,8769.56,8778.97,0.0829,727.51
1599922800.0,2020-09-12 03-PM,BTCEUR,8760.11,8779.71,8754.42,8773.24,0.08646,758.26
1599919200.0,2020-09-12 02-PM,BTCEUR,8722.98,8763.61,8718.03,8760.11,0.1004,877.58
1599915600.0,2020-09-12 01-PM,BTCEUR,8745.91,8752.04,8715.92,8722.98,0.08489,741.41
1599912000.0,2020-09-12 12-PM,BTCEUR,8760.87,8762.61,8740.64,8745.91,0.2175,1903.48
1599908400.0,2020-09-12 11-AM,BTCEUR,8761.85,8762.58,8752.55,8760.87,0.07541,660.39
1599904800.0,2020-09-12 10-AM,BTCEUR,8762.09,8763.91,8753.36,8761.85,0.07734,677.55
1599901200.0,2020-09-12 09-AM,BTCEUR,8746.64,8763.61,8746.64,8762.09,0.09733,852.04
1599897600.0,2020-09-12 08-AM,BTCEUR,8761.32,8761.45,8746.64,8746.64,0.08267,723.63
1599894000.0,2020-09-12 07-AM,BTCEUR,8759.02,8762.36,8741.33,8761.32,0.08436,738.26
1599890400.0,2020-09-12 06-AM,BTCEUR,8772.45,8775.25,8753.81,8759.02,0.08155,714.62
1599886800.0,2020-09-12 05-AM,BTCEUR,8767.69,8776.57,8760.59,8772.45,0.08035,704.75
1599883200.0,2020-09-12 04-AM,BTCEUR,8767.2,8775.4,8757.69,8767.69,0.078,683.64
1599879600.0,2020-09-12 03-AM,BTCEUR,8752.09,8768.6,8746.89,8767.2,0.0787,689.26
1599876000.0,2020-09-12 02-AM,BTCEUR,8770.27,8775.19,8744.76,8752.09,0.081,709.52
1599872400.0,2020-09-12 01-AM,BTCEUR,8759.11,8784.71,8759.11,8770.27,0.0968,849.51
1599868800.0,2020-09-12 12-AM,BTCEUR,8788.36,8794.73,8752.64,8759.11,0.0886,777.05
1599865200.0,2020-09-11 11-PM,BTCEUR,8784.58,8800.02,8765.76,8788.36,0.08374,735.33
1599861600.0,2020-09-11 10-PM,BTCEUR,8748.45,8847.11,8745.64,8784.58,1.774,15646.36
1599858000.0,2020-09-11 09-PM,BTCEUR,8734.1,8751.75,8733.9,8748.45,0.9599,8394.29
1599854400.0,2020-09-11 08-PM,BTCEUR,8742.23,8760.4,8730.33,8734.1,0.1121,980.06
1599850800.0,2020-09-11 07-PM,BTCEUR,8742.34,8749.08,8728.78,8742.23,0.08066,705.1
1599847200.0,2020-09-11 06-PM,BTCEUR,8726.38,8742.34,8723.46,8742.34,0.0871,760.79
1599843600.0,2020-09-11 05-PM,BTCEUR,8735.17,8735.17,8708.12,8726.38,0.08258,720.15
1599840000.0,2020-09-11 04-PM,BTCEUR,8742.07,8756.56,8721.99,8735.17,0.4485,3913.38
1599836400.0,2020-09-11 03-PM,BTCEUR,8718.47,8752.2,8712.68,8742.07,1.042,9120.8
1599832800.0,2020-09-11 02-PM,BTCEUR,8699.23,8719.49,8687.28,8718.47,0.1057,920.73
1599829200.0,2020-09-11 01-PM,BTCEUR,8720.47,8725.86,8699.23,8699.23,2.283,19911.13
1599825600.0,2020-09-11 12-PM,BTCEUR,8699.72,8727.56,8687.97,8720.47,1.138,9930.39
1599822000.0,2020-09-11 11-AM,BTCEUR,8716.31,8729.76,8686.97,8699.72,3.655,31847.85
1599818400.0,2020-09-11 10-AM,BTCEUR,8728.81,8733.98,8694.54,8716.31,0.8113,7078.1
1599814800.0,2020-09-11 09-AM,BTCEUR,8724.45,8739.51,8714.21,8728.81,0.08158,712.07
1599811200.0,2020-09-11 08-AM,BTCEUR,8697.43,8736.75,8690.73,8724.45,0.104,906.17
1599807600.0,2020-09-11 07-AM,BTCEUR,8703.25,8713.58,8686.15,8697.43,0.08177,711.56
1599804000.0,2020-09-11 06-AM,BTCEUR,8702.37,8715.09,8687.2,8703.25,0.08191,712.59
1599800400.0,2020-09-11 05-AM,BTCEUR,8673.51,8707.26,8670.23,8702.37,0.08066,700.39
1599796800.0,2020-09-11 04-AM,BTCEUR,8676.88,8687.57,8658.03,8673.51,0.08373,726.4
1599793200.0,2020-09-11 03-AM,BTCEUR,8708.12,8714.88,8663.33,8676.88,0.2203,1916.57
1599789600.0,2020-09-11 02-AM,BTCEUR,8739.3,8741.88,8708.12,8708.12,0.08252,719.98
1599786000.0,2020-09-11 01-AM,BTCEUR,8775.41,8775.74,8732.53,8739.3,0.08884,777.64
1599782400.0,2020-09-11 12-AM,BTCEUR,8773.21,8787.09,8767.68,8775.41,0.08121,713.12
1599778800.0,2020-09-10 11-PM,BTCEUR,8770.94,8774.44,8746.71,8773.21,0.08062,706.25
1599775200.0,2020-09-10 10-PM,BTCEUR,8770.35,8781.19,8763.13,8770.94,0.07824,686.41
1599771600.0,2020-09-10 09-PM,BTCEUR,8750.88,8771.76,8738.64,8770.35,0.07498,656.21
1599768000.0,2020-09-10 08-PM,BTCEUR,8719.93,8766.39,8709.83,8750.88,0.1833,1601.17
1599764400.0,2020-09-10 07-PM,BTCEUR,8714.84,8732.02,8711,8719.93,0.07757,676.42
1599760800.0,2020-09-10 06-PM,BTCEUR,8762.31,8775.62,8708.99,8714.84,0.1348,1179.39
1599757200.0,2020-09-10 05-PM,BTCEUR,8744.33,8768.7,8741.41,8762.31,0.1636,1432.35
1599753600.0,2020-09-10 04-PM,BTCEUR,8801.88,8801.88,8727.01,8744.33,0.08188,716.82
1599750000.0,2020-09-10 03-PM,BTCEUR,8775.54,8801.88,8760.18,8801.88,0.3415,2997.68
1599746400.0,2020-09-10 02-PM,BTCEUR,8791.55,8840,8773.14,8775.54,0.1264,1113.47
1599742800.0,2020-09-10 01-PM,BTCEUR,8755.94,8791.55,8740.59,8791.55,3.004,26332.89
1599739200.0,2020-09-10 12-PM,BTCEUR,8721.19,8756.42,8721.19,8755.94,2.778,24288.26
1599735600.0,2020-09-10 11-AM,BTCEUR,8709.87,8731.72,8704.45,8721.19,0.0814,709.73
1599732000.0,2020-09-10 10-AM,BTCEUR,8710.85,8745.63,8702.04,8709.87,0.3454,3008.34
1599728400.0,2020-09-10 09-AM,BTCEUR,8715.06,8729.67,8695.45,8710.85,0.2974,2594.09
1599724800.0,2020-09-10 08-AM,BTCEUR,8722.68,8731.93,8707.59,8715.06,0.298,2598.03
1599721200.0,2020-09-10 07-AM,BTCEUR,8758.1,8772.78,8695.46,8722.68,0.2551,2228.92
1599717600.0,2020-09-10 06-AM,BTCEUR,8807.04,8807.04,8748.38,8758.1,0.1059,930.09
1599714000.0,2020-09-10 05-AM,BTCEUR,8811.17,8815.11,8781.55,8807.04,0.0908,799.13
1599710400.0,2020-09-10 04-AM,BTCEUR,8779.46,8822.42,8778.37,8811.17,0.08677,763.34
1599706800.0,2020-09-10 03-AM,BTCEUR,8803.74,8803.74,8773,8779.46,0.09708,853.0
1599703200.0,2020-09-10 02-AM,BTCEUR,8798.86,8819.31,8779.61,8803.74,0.07867,692.45
1599699600.0,2020-09-10 01-AM,BTCEUR,8726.29,8809.4,8712.88,8798.86,0.7826,6853.68
1599696000.0,2020-09-10 12-AM,BTCEUR,8684.29,8748.39,8680.3,8726.29,1.544,13455.94
1599692400.0,2020-09-09 11-PM,BTCEUR,8713.19,8729.29,8653.02,8684.29,0.1007,874.95
1599688800.0,2020-09-09 10-PM,BTCEUR,8704.46,8726.06,8697.99,8713.19,0.08197,714.15
1599685200.0,2020-09-09 09-PM,BTCEUR,8717.96,8724.56,8700.73,8704.46,0.08877,773.57
1599681600.0,2020-09-09 08-PM,BTCEUR,8732.3,8745.09,8717.94,8717.96,0.3332,2910.79
1599678000.0,2020-09-09 07-PM,BTCEUR,8765.76,8770.85,8731.77,8732.3,0.08754,766.07
1599674400.0,2020-09-09 06-PM,BTCEUR,8711.36,8765.76,8708.31,8765.76,0.6629,5790.85
1599670800.0,2020-09-09 05-PM,BTCEUR,8692.35,8717.67,8682.71,8711.36,0.0791,688.03
1599667200.0,2020-09-09 04-PM,BTCEUR,8709.56,8711.53,8681.39,8692.35,0.9185,7984.01
1599663600.0,2020-09-09 03-PM,BTCEUR,8684.43,8726.47,8684.43,8709.56,0.1138,991.36
1599660000.0,2020-09-09 02-PM,BTCEUR,8675.33,8698.84,8663.28,8684.43,0.1012,879.24
1599656400.0,2020-09-09 01-PM,BTCEUR,8664.98,8708.3,8657.13,8675.33,3.686,32084.71
1599652800.0,2020-09-09 12-PM,BTCEUR,8701.64,8734.55,8657.98,8664.98,0.1161,1008.92
1599649200.0,2020-09-09 11-AM,BTCEUR,8677.62,8740.43,8677.62,8701.64,0.3436,2994.72
1599645600.0,2020-09-09 10-AM,BTCEUR,8680.68,8695.63,8665.92,8677.62,1.13,9800.94
1599642000.0,2020-09-09 09-AM,BTCEUR,8656.45,8712.67,8652.76,8680.68,8.98,78015.68
1599638400.0,2020-09-09 08-AM,BTCEUR,8676.91,8682.26,8646.91,8656.45,0.1875,1623.98
1599634800.0,2020-09-09 07-AM,BTCEUR,8594.99,8676.91,8593.91,8676.91,0.1357,1171.26
1599631200.0,2020-09-09 06-AM,BTCEUR,8585.66,8596.51,8578.74,8594.99,0.07835,672.84
1599627600.0,2020-09-09 05-AM,BTCEUR,8580.14,8614.1,8580.14,8585.66,0.08413,723.39
1599624000.0,2020-09-09 04-AM,BTCEUR,8523.73,8584.07,8514.27,8580.14,0.09279,793.1
1599620400.0,2020-09-09 03-AM,BTCEUR,8518.4,8531.7,8501.8,8523.73,0.08943,761.56
1599616800.0,2020-09-09 02-AM,BTCEUR,8603.29,8614.48,8516.68,8518.4,0.09166,784.05
1599613200.0,2020-09-09 01-AM,BTCEUR,8620.19,8620.59,8585.7,8603.29,0.08304,714.37
1599609600.0,2020-09-09 12-AM,BTCEUR,8617.16,8634.81,8596.16,8620.19,0.08573,738.68
1599606000.0,2020-09-08 11-PM,BTCEUR,8608.84,8629.2,8597.62,8617.16,0.1784,1536.89
1599602400.0,2020-09-08 10-PM,BTCEUR,8534.88,8695.01,8408.37,8608.84,10.31,88429.74
1599598800.0,2020-09-08 09-PM,BTCEUR,8529.65,8548.02,8499.88,8534.88,0.1031,878.44
1599595200.0,2020-09-08 08-PM,BTCEUR,8514.08,8555.61,8504.88,8529.65,0.1049,895.01
1599591600.0,2020-09-08 07-PM,BTCEUR,8496.95,8553.81,8487.58,8514.08,0.1045,890.42
1599588000.0,2020-09-08 06-PM,BTCEUR,8628.95,8638.58,8478.8,8496.95,0.2688,2304.83
1599584400.0,2020-09-08 05-PM,BTCEUR,8627.75,8631.57,8605.59,8628.95,0.08475,730.32
1599580800.0,2020-09-08 04-PM,BTCEUR,8588.32,8637.6,8588.32,8627.75,0.08522,734.29
1599577200.0,2020-09-08 03-PM,BTCEUR,8598.29,8626.22,8581.58,8588.32,0.09218,793.09
1599573600.0,2020-09-08 02-PM,BTCEUR,8509.63,8617.37,8508.09,8598.29,0.31,2658.74
1599570000.0,2020-09-08 01-PM,BTCEUR,8508.34,8529.53,8464.91,8509.63,1.17,9940.51
1599566400.0,2020-09-08 12-PM,BTCEUR,8480.27,8533.17,8450.65,8508.34,0.2754,2342.32
1599562800.0,2020-09-08 11-AM,BTCEUR,8555.94,8570.61,8456.57,8480.27,0.1004,855.35
1599559200.0,2020-09-08 10-AM,BTCEUR,8536.87,8584.56,8512.72,8555.94,9.066,77635.31
1599555600.0,2020-09-08 09-AM,BTCEUR,8650.16,8664.11,8536.87,8536.87,0.1563,1348.2
1599552000.0,2020-09-08 08-AM,BTCEUR,8716.08,8764.22,8642.02,8650.16,12.06,105138.8
1599548400.0,2020-09-08 07-AM,BTCEUR,8739,8746.31,8695.78,8716.08,0.1036,903.2
1599544800.0,2020-09-08 06-AM,BTCEUR,8688.39,8739,8684.45,8739,0.08586,747.51
1599541200.0,2020-09-08 05-AM,BTCEUR,8715.5,8732.03,8688.39,8688.39,0.0801,698.26
1599537600.0,2020-09-08 04-AM,BTCEUR,8753.31,8770,8696.61,8715.5,0.08678,758.08
1599534000.0,2020-09-08 03-AM,BTCEUR,8774.73,8781.36,8739.91,8753.31,0.08258,723.62
1599530400.0,2020-09-08 02-AM,BTCEUR,8769.44,8786.92,8761.48,8774.73,0.08253,724.11
1599526800.0,2020-09-08 01-AM,BTCEUR,8767.53,8793.07,8764.18,8769.44,0.07806,685.33
1599523200.0,2020-09-08 12-AM,BTCEUR,8785.91,8840.41,8763.76,8767.53,0.09751,856.93
1599519600.0,2020-09-07 11-PM,BTCEUR,8798.71,8812.67,8776.63,8785.91,0.09231,811.79
1599516000.0,2020-09-07 10-PM,BTCEUR,8620.66,8808.33,8620.66,8798.71,0.6735,5875.31
1599512400.0,2020-09-07 09-PM,BTCEUR,8604.27,8638.4,8604.27,8620.66,0.08698,749.97
1599508800.0,2020-09-07 08-PM,BTCEUR,8615.66,8623.16,8571.8,8604.27,0.1074,923.57
1599505200.0,2020-09-07 07-PM,BTCEUR,8643.15,8664.8,8611.02,8615.66,0.3796,3277.78
1599501600.0,2020-09-07 06-PM,BTCEUR,8626.23,8650,8626.23,8643.15,0.5691,4915.89
1599498000.0,2020-09-07 05-PM,BTCEUR,8650,8650,8617.73,8626.23,0.09181,792.77
1599494400.0,2020-09-07 04-PM,BTCEUR,8620.61,8676.94,8610.62,8650,1.202,10394.86
1599490800.0,2020-09-07 03-PM,BTCEUR,8500.66,8627.92,8486.12,8620.61,0.114,977.91
1599487200.0,2020-09-07 02-PM,BTCEUR,8559.78,8592.01,8498.81,8500.66,5.485,46943.0
1599483600.0,2020-09-07 01-PM,BTCEUR,8429.49,8578.57,8402.55,8559.78,0.6585,5564.4
1599480000.0,2020-09-07 12-PM,BTCEUR,8503.36,8532.43,8396.31,8429.49,0.1351,1142.87
1599476400.0,2020-09-07 11-AM,BTCEUR,8567.82,8592.35,8487.39,8503.36,10.45,89211.63
1599472800.0,2020-09-07 10-AM,BTCEUR,8590.02,8613.03,8555.84,8567.82,0.9989,8590.79
1599469200.0,2020-09-07 09-AM,BTCEUR,8596.47,8615.3,8583.03,8590.02,0.08301,713.91
1599465600.0,2020-09-07 08-AM,BTCEUR,8581.39,8616.32,8563.13,8596.47,0.1461,1256.55
1599462000.0,2020-09-07 07-AM,BTCEUR,8543.53,8596.76,8534.27,8581.39,0.09516,815.73
1599458400.0,2020-09-07 06-AM,BTCEUR,8565.9,8573.43,8543.53,8543.53,0.0805,689.17
1599454800.0,2020-09-07 05-AM,BTCEUR,8621.6,8626.43,8565.33,8565.9,0.1101,947.15
1599451200.0,2020-09-07 04-AM,BTCEUR,8641.3,8662.92,8621.6,8621.6,0.08525,736.71
1599447600.0,2020-09-07 03-AM,BTCEUR,8652.14,8657.24,8618.51,8641.3,0.1161,1002.92
1599444000.0,2020-09-07 02-AM,BTCEUR,8694.6,8699.86,8645.78,8652.14,0.1619,1402.15
1599440400.0,2020-09-07 01-AM,BTCEUR,8712.14,8715.14,8670.01,8694.6,0.08896,772.88
1599436800.0,2020-09-07 12-AM,BTCEUR,8684.07,8725.65,8678.33,8712.14,0.08349,726.52
1599433200.0,2020-09-06 11-PM,BTCEUR,8638.32,8713.78,8635.48,8684.07,0.09133,791.6
1599429600.0,2020-09-06 10-PM,BTCEUR,8733.93,8743.98,8633.67,8638.32,0.6711,5826.88
1599426000.0,2020-09-06 09-PM,BTCEUR,8668.1,8743.06,8666.81,8733.93,0.09732,847.83
